time (s), lifter (1cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0.33,0,0,0,0,0,0,0,0,0,0.017,0.002,-0.017,-0.015,-0.011,-0.003,-0.008,0,0.056,
0.34,0,0,0,0,0,0,0,0,0,0.017,0.002,-0.017,-0.015,-0.011,-0.003,-0.008,0,0.056,
0.35,0,0,0,0,0,0,0,0,0,0.017,0.002,-0.017,-0.015,-0.011,-0.003,-0.008,0,0.056,
0.36,0,0,0,0,0,0,0,0,0,0.017,0.002,-0.017,-0.015,-0.011,-0.003,-0.008,0,0.056,
0.37,0,0,0,0,0,0,0,0,0,0.017,0.002,-0.017,-0.015,-0.011,-0.003,-0.008,0,0.056,
0.38,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,-0.015,-0.011,-0.003,-0.008,0,0.056,
0.39,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,0.015,0,-0.026,-0.019,0,0.056,
0.4,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,0.015,0,-0.026,-0.019,0.069,0.011,
0.41,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,0.015,0,-0.026,-0.019,0.069,0.011,
0.42,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,0.015,0,-0.026,-0.019,0.069,0.011,
0.43,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,0.015,0,-0.026,-0.019,0.069,0.011,
0.44,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.012,0.015,0,-0.026,-0.019,0.069,0.011,
0.45,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.015,0,-0.026,-0.019,0.069,0.011,
0.46,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,-0.026,-0.019,0.069,0.011,
0.47,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,0.02,0.004,0.035,0.091,
0.48,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,0.02,0.004,0.035,0.091,
0.49,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,0.02,0.004,0.035,0.091,
0.5,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,0.02,0.004,0.035,0.091,
0.51,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,0.02,0.004,0.035,0.091,
0.52,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.005,0.025,-0.005,0.02,0.004,0.035,0.091,
0.53,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,0.025,-0.005,0.02,0.004,0.035,0.091,
0.54,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,0.004,0.035,0.091,
0.55,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,-0.019,0.035,0.068,
0.56,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,-0.019,0.035,0.068,
0.57,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,-0.019,0.035,0.068,
0.58,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,-0.019,0.035,0.068,
0.59,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,-0.019,0.035,0.068,
0.6,0,0,0,0,0,0,0,0,0,0.029,-0.008,0.011,-0.005,0.006,0.008,-0.019,0.035,0.068,
0.61,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,0.008,-0.019,0.035,0.068,
0.62,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,-0.003,-0.019,0.012,0.068,
0.63,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,-0.003,-0.019,0.012,-0.012,
0.64,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,-0.003,-0.019,0.012,-0.012,
0.65,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,-0.003,-0.019,0.012,-0.012,
0.66,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,-0.003,-0.019,0.012,-0.012,
0.67,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.039,0.005,-0.022,-0.003,-0.019,0.012,-0.012,
0.68,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.006,0.044,0,-0.003,-0.019,0.012,-0.012,
0.69,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.006,0.044,0,-0.015,-0.019,-0.045,0.022,
0.7,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.006,0.044,0,-0.015,-0.019,-0.045,0.022,
0.71,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.006,0.044,0,-0.015,-0.019,-0.045,0.022,
0.72,0,0,0,0,0,0,0,0,0,-0.062,0.002,-0.006,0.044,0,-0.015,-0.019,-0.045,0.022,
0.73,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,0.044,0,-0.015,-0.019,-0.045,0.022,
0.74,0,0,0,0,0,0,0,0,0,0.029,-0.008,-0.001,0.006,-0.005,-0.015,-0.019,-0.045,0.022,
0.75,0,0,0,0,0,0,0,0,0,0.029,-0.008,-0.001,0.006,-0.005,-0.015,0.015,0.08,-0.001,
0.76,0,0,0,0,0,0,0,0,0,0.029,-0.008,-0.001,0.006,-0.005,-0.015,0.015,0.08,-0.001,
0.77,0,0,0,0,0,0,0,0,0,0.029,-0.008,-0.001,0.006,-0.005,-0.015,0.015,0.08,-0.001,
0.78,0,0,0,0,0,0,0,0,0,0.029,-0.008,-0.001,0.006,-0.005,-0.015,0.015,0.08,-0.001,
0.79,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,0.006,-0.005,-0.015,0.015,0.08,-0.001,
0.8,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.011,-0.015,-0.011,-0.072,0.015,0.08,-0.001,
0.81,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.011,-0.015,-0.011,-0.072,0.015,0.092,-0.035,
0.82,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.011,-0.015,-0.011,-0.072,0.015,0.092,-0.035,
0.83,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.011,-0.015,-0.011,-0.072,0.015,0.092,-0.035,
0.84,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.011,-0.015,-0.011,-0.072,0.015,0.092,-0.035,
0.85,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.011,-0.015,-0.011,-0.072,0.015,0.092,-0.035,
0.86,0,0,0,0,0,0,0,0,0,-0.028,0.002,-0.006,0.015,-0.005,-0.072,0.015,0.092,-0.035,
0.87,0,0,0,0,0,0,0,0,0,-0.028,0.002,-0.006,0.015,-0.005,-0.049,0.027,0,-0.001,
0.88,0,0,0,0,0,0,0,0,0,-0.028,0.002,-0.006,0.015,-0.005,-0.049,0.027,0,-0.001,
0.89,0,0,0,0,0,0,0,0,0,-0.028,0.002,-0.006,0.015,-0.005,-0.049,0.027,0,-0.001,
0.9,0,0,0,0,0,0,0,0,0,-0.028,0.002,-0.006,0.015,-0.005,-0.049,0.027,0,-0.001,
0.91,0,0,0,0,0,0,0,0,0,-0.028,0.002,-0.006,0.015,-0.005,-0.049,0.027,0,-0.001,
0.92,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,-0.005,-0.049,0.027,0,-0.001,
0.93,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,0.006,-0.049,0.004,0,-0.001,
0.94,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,0.006,-0.049,0.004,-0.011,-0.001,
0.95,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,0.006,-0.049,0.004,-0.011,-0.001,
0.96,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,0.006,-0.049,0.004,-0.011,-0.001,
0.97,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,0.006,-0.049,0.004,-0.011,-0.001,
0.98,0,0,0,0,0,0,0,0,0,0.04,-0.008,-0.001,-0.005,0.006,-0.049,0.004,-0.011,-0.001,
0.9899999,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.005,0.006,-0.049,0.004,-0.011,-0.001,
1,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.025,0,-0.026,0.004,-0.011,-0.001,
1.01,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.025,0,-0.026,-0.03,0.035,0.102,
1.02,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.025,0,-0.026,-0.03,0.035,0.102,
1.03,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.025,0,-0.026,-0.03,0.035,0.102,
1.04,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.025,0,-0.026,-0.03,0.035,0.102,
1.05,0,0,0,0,0,0,0,0,0,0.029,0.002,-0.006,-0.025,0,-0.026,-0.03,0.035,0.102,
1.06,0,0,0,0,0,0,0,0,0,0.017,0.002,-0.006,-0.025,0,-0.026,-0.03,0.035,0.102,
1.07,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,-0.03,0.035,0.102,
1.08,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.09,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.1,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.11,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.12,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.13,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.14,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.15,0,0,0,0,0,0,0,0,0,0.017,0.002,0.022,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.16,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,-0.024,-0.005,-0.026,0.015,0.023,-0.023,
1.17,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,0.034,0,-0.015,0.015,0.023,-0.023,
1.18,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,0.034,0,-0.015,-0.019,0,-0.001,
1.19,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,0.034,0,-0.015,-0.019,0,-0.001,
1.2,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,0.034,0,-0.015,-0.019,0,-0.001,
1.21,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,0.034,0,-0.015,-0.019,0,-0.001,
1.22,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.001,0.034,0,-0.015,-0.019,0,-0.001,
1.23,0,0,0,0,0,0,0,0,0,0.052,0.002,-0.001,0.034,0,-0.015,-0.019,0,-0.001,
1.24,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.015,-0.019,0,-0.001,
1.25,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.037,0.038,0.012,-0.001,
1.26,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.037,0.038,0.012,0.056,
1.27,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.037,0.038,0.012,0.056,
1.28,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.037,0.038,0.012,0.056,
1.29,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.037,0.038,0.012,0.056,
1.3,0,0,0,0,0,0,0,0,0,0.052,-0.008,0.005,-0.035,0,-0.037,0.038,0.012,0.056,
1.31,0,0,0,0,0,0,0,0,0,0.063,0.002,0.005,-0.035,0,-0.037,0.038,0.012,0.056,
1.32,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.038,0.012,0.056,
1.33,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.004,0.092,-0.012,
1.34,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.004,0.092,-0.012,
1.35,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.004,0.092,-0.012,
1.36,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.004,0.092,-0.012,
1.37,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.004,0.092,-0.012,
1.38,0,0,0,0,0,0,0,0,0,0.063,0.002,-0.006,-0.006,0,0.031,0.004,0.092,-0.012,
1.39,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,0,0.031,0.004,0.092,-0.012,
1.4,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,0.092,-0.012,
1.41,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.42,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.43,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.44,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.45,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.46,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.47,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.48,0,0,0,0,0,0,0,0,0,0.006,-0.008,0.011,-0.015,-0.005,0.008,0.015,-0.091,-0.069,
1.49,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,0.008,0.015,-0.091,-0.069,
1.5,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.091,-0.069,
1.51,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.057,-0.046,
1.52,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.057,-0.046,
1.53,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.057,-0.046,
1.54,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.057,-0.046,
1.55,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.057,-0.046,
1.56,0,0,0,0,0,0,0,0,0,-0.005,0.002,-0.006,0.024,-0.005,-0.037,-0.008,-0.057,-0.046,
1.57,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,-0.005,-0.037,-0.008,-0.057,-0.046,
1.58,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.046,
1.59,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.001,
1.6,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.001,
1.61,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.001,
1.62,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.001,
1.63,0,0,0,0,0,0,0,0,0,-0.005,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.001,
1.64,0,0,0,0,0,0,0,0,0,0.04,0.002,0.005,-0.004,0,-0.003,-0.019,0.012,-0.001,
1.65,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,-0.003,-0.019,0.012,-0.001,
1.66,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.67,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.68,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.69,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.7,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.71,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.72,0,0,0,0,0,0,0,0,0,0.04,0.002,0.028,-0.016,-0.028,0.054,0.004,0,-0.069,
1.73,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.028,0.054,0.004,0,-0.069,
1.74,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.011,-0.003,-0.008,0,-0.069,
1.75,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.011,-0.003,-0.008,-0.091,-0.012,
1.76,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.011,-0.003,-0.008,-0.091,-0.012,
1.77,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.011,-0.003,-0.008,-0.091,-0.012,
1.78,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.011,-0.003,-0.008,-0.091,-0.012,
1.79,0,0,0,0,0,0,0,0,0,-0.028,0.002,0.016,-0.015,-0.011,-0.003,-0.008,-0.091,-0.012,
1.8,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,-0.015,-0.011,-0.003,-0.008,-0.091,-0.012,
1.81,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.004,0.034,-0.037,0.004,-0.091,-0.012,
1.82,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.004,0.034,-0.037,0.004,0,-0.001,
1.83,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.004,0.034,-0.037,0.004,0,-0.001,
1.84,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.004,0.034,-0.037,0.004,0,-0.001,
1.85,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.004,0.034,-0.037,0.004,0,-0.001,
1.86,0,0,0,0,0,0,0,0,0,0.006,-0.008,-0.012,0.004,0.034,-0.037,0.004,0,-0.001,
1.87,0,0,0,0,0,0,0,0,0,-0.017,-0.008,-0.012,0.004,0.034,-0.037,0.004,0,-0.001,
1.88,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.037,0.004,0,-0.001,
1.89,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.015,0.015,-0.045,-0.001,
1.9,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.015,0.015,-0.045,-0.012,
1.91,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.015,0.015,-0.045,-0.012,
1.92,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.015,0.015,-0.045,-0.012,
1.93,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.015,0.015,-0.045,-0.012,
1.94,0,0,0,0,0,0,0,0,0,-0.017,0.002,0.016,-0.005,-0.017,-0.015,0.015,-0.045,-0.012,
1.95,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,-0.005,-0.017,-0.015,0.015,-0.045,-0.012,
1.96,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,-0.045,-0.012,
1.97,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,0.012,-0.023,
1.98,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,0.012,-0.023,
1.99,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,0.012,-0.023,
2,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,0.012,-0.023,
2.01,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,0.012,-0.023,
2.02,0,0,0,0,0,0,0,0,0,0.017,-0.008,0.005,0.034,0,0.008,0.015,0.012,-0.023,
2.03,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0,0.008,0.015,0.012,-0.023,
2.04,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.023,
2.05,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.06,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.07,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.08,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.09,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.1,0,0,0,0,0,0,0,0,0,-0.017,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.11,0,0,0,0,0,0,0,0,0,-0.051,0.002,-0.001,-0.013,0.006,-0.06,0.004,0.012,-0.012,
2.12,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,-0.06,0.004,0.012,-0.012,
2.13,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,0.02,-0.03,0.023,-0.012,
2.14,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,0.02,-0.03,0.023,-0.012,
2.15,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,0.02,-0.03,0.023,-0.012,
2.16,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,0.02,-0.03,0.023,-0.012,
2.17,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,0.02,-0.03,0.023,-0.012,
2.18,0,0,0,0,0,0,0,0,0,-0.051,-0.008,0.028,-0.005,-0.011,0.02,-0.03,0.023,-0.012,
