clockTime,deltaTime,absolutePosition,useStiffness
2.625,1.28571428571429,5,0
3.91071428571429,1.71428571428571,-10,0
5.625,1.28571428571429,5,0
6.91071428571429,1.71428571428571,-10,0
8.625,1.28571428571429,5,0
9.91071428571428,1.71428571428571,-10,0
11.625,1.28571428571429,5,0
12.9107142857143,1.71428571428571,-10,0
14.625,1.28571428571429,5,0
15.9107142857143,1.71428571428571,-10,0
17.625,1.28571428571429,5,0
18.9107142857143,1.71428571428571,-10,0
20.625,1.28571428571429,5,0
21.9107142857143,1.71428571428571,-10,0
23.625,1.28571428571429,5,0
24.9107142857143,1.71428571428571,-10,0
26.625,1.28571428571429,5,0
27.9107142857143,1.71428571428571,-10,0
29.625,1.28571428571429,5,0
30.9107142857143,1.71428571428571,-10,0
32.625,1.28571428571429,5,0
33.9107142857143,1.71428571428571,-10,0
35.625,1.28571428571429,5,0
36.9107142857143,1.71428571428571,-10,0
38.625,1.28571428571429,5,0
39.9107142857143,1.71428571428571,-10,0
41.625,1.28571428571429,5,0
42.9107142857143,1.71428571428571,-10,0
44.625,1.28571428571429,5,0
45.9107142857143,1.71428571428571,-10,0
47.625,1.28571428571429,5,0
48.9107142857143,1.71428571428571,-10,0
50.625,1.28571428571429,5,0
51.9107142857143,1.71428571428571,-10,0
53.625,1.28571428571429,5,0
54.9107142857143,1.71428571428571,-10,0
56.625,1.28571428571429,5,0
57.9107142857143,1.71428571428571,-10,0
